year,Council,Committee,Session,Agenda item,Agenda detail,cosponsored countries,body title number,body title detail,body text,date,file,filecountry,footnote,scanned
2019,General Assembly,N/A,Seventy-third session,127,Multilingualism,"Bolivia (Plurinational State of), Dominican Republic, Equatorial Guinea, France, Greece, Hungary, Lebanon, Malta, Morocco, Palau, Philippines, Republic of Moldova, Romania and Russian Federation",N/A,Multilingualism,"Addendum Add the following countries to the list of sponsors of the resolution: Albania, Andorra, Argentina, Armenia, Austria, Bangladesh, Belgium, Benin, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cameroon, Canada, Central African Republic, Chad, Chile, Colombia, Comoros, Congo, Costa Rica, Cote d’Ivoire, Croatia, Czechia, Democratic Republic of the Congo, Ecuador, El Salvador, Gabon, Guinea, Haiti, Honduras, Indonesia, Jordan, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Mauritania, Mexico, Monaco, Montenegro, Nicaragua, Nigeria, North Macedonia, Panama, Paraguay, Senegal, Serbia, Slovenia, South Sudan, Spain, Sudan, Switzerland, Syrian Arab Republic, Thailand, Togo, Uruguay, Uzbekistan and Viet Nam 19-15856 1 180919 A A A",09/16/2019,2019_3827603,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-third session,128 (h),Cooperation between the United Nations and regional and other organizations: cooperation between the United Nations and the Caribbean Community,Belize,N/A,Cooperation between the United Nations and the Caribbean Community,"Addendum Add the following countries to the list of sponsors of the resolution: Antigua and Barbuda, Bahamas, Barbados, Cabo Verde, Canada, Comoros, Costa Rica, Dominica, Greece, Grenada, Guinea, Guyana, Haiti, India, Ireland, Israel, Jamaica, Mauritania, Mexico, Morocco, Nicaragua, Panama, Papua New Guinea, Portugal, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Singapore, Slovenia, South Sudan, Spain, Suriname, Trinidad and Tobago, Ukraine, Venezuela (Bolivarian Republic of) and Zimbabwe Prete Please recycle OQ ol 19-15859 1 180919 A A",09/16/2019,2019_3827604,Mauritania,N/A,yes
2019,General Assembly,First Committee,Seventy-fourth session,101,The risk of nuclear proliferation in the Middle East,"Algeria, Bahrain, Comoros, Djibouti, Egypt,* Iraq, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Qatar, Saudi Arabia, Somalia, Sudan, Tunisia, United Arab Emirates, Yemen and State of Palestine",N/A,The risk of nuclear proliferation in the Middle East,"The General Assembly, Bearing in mind its relevant resolutions, the latest of which is resolution 73/83 of 5 December 2018, Taking note of the relevant resolutions adopted by the General Conference of the International Atomic Energy Agency, the latest of which is resolution GC(63)/RES/13, adopted on 19 September 2019, Cognizant that the proliferation of nuclear weapons in the region of the Middle East would pose a serious threat to international peace and security, Mindful of the immediate need for placing all nuclear facilities in the region of the Middle East under full-scope safeguards of the Agency, Recalling the decision on principles and objectives for nuclear non-proliferation and disarmament adopted by the 1995 Review and Extension Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons on 11 May 1995,! in which the Conference urged universal adherence to the Treaty on the Non-Proliferation of Nuclear Weapons? as an urgent priority and called upon all States not yet parties to the Treaty to accede to it at the earliest date, particularly those States that operate unsafeguarded nuclear facilities, ' See 1995 Review and Extension Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, Final Document, Part I (NPT/CONF.1995/32 (Part I) and NPT/CONF. 1995/32 (Part I)/Corr.2), annex. ? United Nations, Treaty Series, vol. 729, No. 10485. leery ll Please recycle OQ Hoe 19-16866 Hi 031019 A A Recognizing with satisfaction that, in the Final Document of the 2000 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, * the Conference undertook to make determined efforts towards the achievement of the goal of universality of the Treaty, called upon those remaining States not parties to the Treaty to accede to it, thereby accepting an international legally binding commitment not to acquire nuclear weapons or nuclear explosive devices and to accept Agency safeguards on all their nuclear activities, and underlined the necessity of universal adherence to the Treaty and of strict compliance by all parties with their obligations under the Treaty, Recalling the resolution on the Middle East adopted by the 1995 Review and Extension Conference of the Parties to the Treaty on 11 May 1995,! in which the Conference noted with concern the continued existence in the Middle East of unsafeguarded nuclear facilities, reaffirmed the importance of the early realization of universal adherence to the Treaty, and called upon all States in the Middle East that had not yet done so, without exception, to accede to the Treaty as soon as possible and to place all their nuclear facilities under full-scope Agency safeguards, Acknowledging that, in the Final Document of the 2010 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, ‘ the Conference emphasized the importance of a process leading to full implementation of the 1995 resolution on the Middle East and decided, inter alia, that the Secretary - General of the United Nations and the co-sponsors of the 1995 resolution, in consultation with the States of the region, would convene a conference in 2012, to be attended by all States of the Middle East, on the establishment of a Middle East zone free of nuclear weapons and all other weapons of mass destruction, on the basis of arrangements freely arrived at by the States of the region, and with the full support and engagement of the nuclear-weapon States, Expressing regret and concern that the conference was not convened in 2012 as mandated and that little progress has been achieved towards the implementation of the resolution on the Middle East adopted by the 1995 Review and Extension Conference of the Parties to the Treaty, Noting, in this context, the relevant resolutions of the League of Arab States aiming at the establishment of a Middle East zone free of nuclear weapons and all other weapons of mass destruction, Taking note with appreciation of the report of the Secretary-General.,° Recalling that Israel remains the only State in the Middle East that has not yet become a party to the Treaty, Concerned about the threats posed by the proliferation of nuclear weapons to the security and stability of the Middle East region, Stressing the importance of taking confidence-building measures, in particular the establishment of a nuclear-weapon-free zone in the Middle East, in order to enhance peace and security in the region and to consolidate the global non-proliferation regime, 3 2000 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, Final Document, vols. I-HI (NPT/CONF.2000/28 (Parts I and IH), NPT/CONF.2000/28 (Part Ill) and NPT/CONF.2000/28 (Part IV)). 4 2010 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, Final Document, vols. I-III (NPT/CONF.2010/50 (Vol. I), NPT/CONF.2010/50 (Vol. I) and NPT/CONF.2010/50 (Vol. IID). 2/3 Emphasizing the need for all parties directly concerned to seriously consider taking the practical and urgent steps required for the implementation of the proposal to establish a nuclear-weapon-free zone in the region of the Middle East in accordance with the relevant resolutions of the General Assembly and, as a means of promoting this objective, inviting the countries concerned to adhere to the Treaty and, pending the establishment of the zone, to agree to place all their nuclear activities under Agency safeguards, Noting that 184 States have signed the Comprehensive Nuclear-Test-Ban Treaty,° including a number of States in the region, 1. Recalls the conclusions on the Middle East of the 2010 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons,’ and calls for the speedy and full implementation of the commitments contained therein; 2. Stresses that the resolution on the Middle East adopted by the 1995 Review and Extension Conference of the Parties to the Treaty! is an essential element of the outcome of the 1995 Conference and of the basis on which the Treaty was indefinitely extended without a vote in 1995; 3. Reiterates that the resolution on the Middle East adopted by the 1995 Review and Extension Conference of the Parties to the Treaty remains valid until its goals and objectives are achieved; 4. Calls for immediate steps towards the full implementation of that resolution; 5. Reaffirms the importance of Israel’s accession to the Treaty on the Non-Proliferation of Nuclear Weapons? and placement of all its nuclear facilities under comprehensive International Atomic Energy Agency safeguards, in realizing the goal of universal adherence to the Treaty in the Middle East; 6. Calls upon that State to accede to the Treaty without further delay, not to develop, produce, test or otherwise acquire nuclear weapons, to renounce possession of nuclear weapons and to place all its unsafeguarded nuclear facilities under full- scope Agency safeguards as an important confidence-building measure among all States of the region and as a step towards enhancing peace and security; 7. Requests the Secretary-General to report to the General Assembly at its seventy-fifth session on the implementation of the present resolution; 8. Decides to include in the provisional agenda of its seventy-fifth session the item entitled “The risk of nuclear proliferation in the Middle East”. © See resolution 50/245 and A/50/1027. 7 2010 Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, Final Document, vol. | (NPT/CONF.2010/50 (Vol. 1)), part I, Conclusions and recommendations for follow-on actions, sect. IV. 3/3",10/01/2019,2019_3829558,Mauritania,* On behalf of the States Members of the United Nations that are members of the League of Arab States.,yes
2019,General Assembly,N/A,Seventy-third session,15,Culture of peace,"Afghanistan, Armenia, Benin, Equatorial Guinea, Hungary, Kuwait, Lebanon, Morocco, Poland, Suriname and Venezuela (Bolivarian Republic of)",N/A,Academy for Human Encounters and Dialogue,"Addendum Add the following countries to the list of sponsors of the resolution: Albania, Algeria, Andorra, Angola, Antigua and Barbuda, Argentina, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belgium, Belize, Bhutan, Bolivia (Plurinational State of), Bosnia and Herzegovina, Botswana, Brazil, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cambodia, Cameroon, Canada, Central African Republic, Chad, Chile, China, Colombia, Comoros, Congo, Costa Rica, Croatia, Cuba, Cyprus, Czechia, Cote d’Ivoire, Democratic People’s Republic of Korea, Democratic Republic of the Congo, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Eritrea, Estonia, Eswatini, Ethiopia, Fiji, Finland, France, Gabon, Gambia, Germany, Ghana, Greece, Grenada, Guatemala, Guinea, Guinea- Bissau, Guyana, Haiti, Honduras, Iceland, India, Indonesia, Iran (Islamic Republic of), Iraq, Ireland, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kiribati, Kyrgyzstan, Lao People’s Democratic Republic, Latvia, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Mauritania, Mauritius, Mexico, Monaco, Mongolia, Montenegro, Mozambique, Myanmar, Namibia, Nepal, Netherlands, New Zealand, Nicaragua, Niger, Nigeria, North Macedonia, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Portugal, Qatar, Republic of Korea, Republic of Moldova, Romania, Rwanda, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Slovakia, Slovenia, Somalia, South Africa, South Sudan, Spain, Sri Lanka, Sudan, Sweden, Switzerland, Syrian Arab Republic, Thailand, Timor-Leste, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Uganda, United Arab Emirates, United Republic of Tanzania, Uruguay, Uzbekistan, Vanuatu, Viet Nam, Yemen, Zambia, Zimbabwe and State of Palestine Please recycle eS 19-15852 1 041019 A A",09/16/2019,2019_3829881,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-fourth session,34,The situation in the Middle East,"Bahrain, Cuba, Egypt, Iraq, Jordan, Kuwait, Lebanon, Mauritania, Qatar, Saudi Arabia, Syrian Arab Republic, United Arab Emirates, Venezuela (Bolivarian Republic of) and Yemen",N/A,The Syrian Golan,"The General Assembly, Having considered the item entitled “The situation in the Middle East”, Taking note of the report of the Secretary-General on the situation in the Middle East,! Recalling Security Council resolution 497 (1981) of 17 December 1981, Reaffirming the fundamental principle of the inadmissibility of the acquisition of territory by force, in accordance with international law and the Charter of the United Nations, Reaffirming once more the applicability of the Geneva Convention relative to the Protection of Civilian Persons in Time of War, of 12 August 1949,” to the occupied Syrian Golan, Deeply concerned that Israel has not withdrawn from the Syrian Golan, which has been under occupation since 1967, contrary to the relevant Security Council and General Assembly resolutions, Stressing the illegality of the Israeli settlement construction and other activities in the occupied Syrian Golan since 1967, Noting with satisfaction the convening in Madrid on 30 October 1991 of the Peace Conference on the Middle East, on the basis of Security Council resolutions 242 (1967) of 22 November 1967, 338 (1973) of 22 October 1973 and 425 (1978) of 19 March 1978 and the formula of land for peace, Expressing grave concern over the halt in the peace process on the Syrian track, and expressing the hope that peace talks will soon resume from the point they had reached, ' A/74/310. ? United Nations, Treaty Series, vol. 75, No. 973. se Please recycle 19-18796 1 061119 A A A/TAIL.9 1. Declares that Israel has failed so far to comply with Security Council resolution 497 (1981); 2. Also declares that the Israeli decision of 14 December 1981 to impose its laws, jurisdiction and administration on the occupied Syrian Golan is null and void and has no validity whatsoever, as confirmed by the Security Council in its resolution 497 (1981), and calls upon Israel to rescind it; 3. Reaffirms its determination that all relevant provisions of the Regulations annexed to the Hague Convention of 1907, and the Geneva Convention relative to the Protection of Civilian Persons in Time of War, of 12 August 1949,” continue to apply to the Syrian territory occupied by Israel since 1967, and calls upon the parties thereto to respect and ensure respect for their obligations under those instruments in all circumstances; 4. Determines once more that the continued occupation of the Syrian Golan and its de facto annexation constitute a stumbling block in the way of achieving a just, comprehensive and lasting peace in the region; 5. Calls upon Israel to resume the talks on the Syrian and Lebanese tracks and to respect the commitments and undertakings reached during the previous talks; 6. Demands once more that Israel withdraw from all the occupied Syrian Golan to the line of 4 June 1967 in implementation of the relevant Security Council resolutions; 7. Calls upon all the parties concerned, the co-sponsors of the peace process and the entire international community to exert all the necessary efforts to ensure the resumption of the peace process and its success by implementing Security Council resolutions 242 (1967) and 338 (1973); 8. Requests the Secretary-General to report to the General Assembly at its seventy-fifth session on the implementation of the present resolution. 19-18796 2/2",11/05/2019,2019_3834865,Mauritania,N/A,yes
2019,General Assembly,Special Political And Decolonization Committee,Seventy-fourth session,51,Report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories,"Algeria, Bahrain, Bolivia (Plurinational State of), Cuba, Djibouti, Egypt, Indonesia, Iraq, Jordan, Kuwait, Lebanon, Maldives, Mauritania, Morocco, Nicaragua, Oman, Qatar, Saudi Arabia, Syrian Arab Republic, Tunisia, United Arab Emirates, Venezuela (Bolivarian Republic of), Yemen and State of Palestine",N/A,The occupied Syrian Golan,"The General Assembly, Having considered the report of the Special Committee to Investigate Israeli Practices Affecting the Human Rights of the Palestinian People and Other Arabs of the Occupied Territories, ! Deeply concerned that the Syrian Golan, occupied since 1967, has been under continued Israeli military occupation, Recalling Security Council resolution 497 (1981) of 17 December 1981, Recalling also its previous relevant resolutions, the most recent of which was resolution 73/100 of 7 December 2018, Having considered the report of the Secretary-General submitted in pursuance of resolution 73/100,7 Recalling its previous relevant resolutions in which, inter alia, it called upon Israel to put an end to its occupation of the Arab territories, Reaffirming once more the illegality of the decision of 14 December 1981 taken by Israel to impose its laws, jurisdiction and administration on the occupied Syrian Golan, which has resulted in the effective annexation of that territory, ' A/74/356, 2 A/74/192. Please recycle OQ fm] 19-19144 Hi 131119 CA TT Reaffirming that the acquisition of territory by force is inadmissible under international law, including the Charter of the United Nations, Reaffirming also the applicability of the Geneva Convention relative to the Protection of Civilian Persons in Time of War, of 12 August 1949,? to the occupied Syrian Golan, Bearing in mind Security Council resolution 237 (1967) of 14 June 1967, Welcoming the convening at Madrid of the Peace Conference on the Middle East on the basis of Security Council resolutions 242 (1967) of 22 November 1967 and 338 (1973) of 22 October 1973 aimed at the realization of a just, comprehensive and lasting peace, and expressing grave concern about the stalling of the peace process on all tracks, 1. Calls upon Israel, the occupying Power, to comply with the relevant resolutions on the occupied Syrian Golan, in particular Security Council resolution 497 (1981), in which the Council, inter alia, decided that the Israeli decision to impose its laws, jurisdiction and administration on the occupied Syrian Golan was null and void and without international legal effect and demanded that Israel, the occupying Power, rescind forthwith its decision; 2. Also calls upon Israel to desist from changing the physical character, demographic composition, institutional structure and legal status of the occupied Syrian Golan and in particular to desist from the establishment of settlements; 3. Determines that all legislative and administrative measures and actions taken or to be taken by Israel, the occupying Power, that purport to alter the character and legal status of the occupied Syrian Golan are null and void, constitute a flagrant violation of international law and of the Geneva Convention relative to the Protection of Civilian Persons in Time of War, of 12 August 1949,? and have no legal effect; 4. Calls upon Israel to desist from imposing Israeli citizenship and Israeli identity cards on the Syrian citizens in the occupied Syrian Golan, and from its repressive measures against the population of the occupied Syrian Golan; 5. Deplores the violations by Israel of the Geneva Convention relative to the Protection of Civilian Persons in Time of War, of 12 August 1949; 6. Calls once again upon Member States not to recognize any of the legislative or administrative measures and actions referred to above; 7. Requests the Secretary-General to report to the General Assembly at its seventy-fifth session on the implementation of the present resolution. 3 United Nations, Treaty Series, vol. 75, No. 973. 2/2",11/11/2019,2019_3835221,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-fourth session,35,Question of Palestine,"Comoros, Cuba, Indonesia, Jordan, Kuwait, Lao People’s Democratic Republic, Qatar, Saudi Arabia, Senegal, United Arab Emirates and Yemen",N/A,Committee on the Exercise of the Inalienable Rights of the Palestinian People,"Addendum Add the following countries to the list of sponsors of the resolution: Algeria, Bahrain, Bangladesh, Brunei Darussalam, Democratic People’s Republic of Korea, Djibouti, Egypt, Gambia, Guinea, Iraq, Lebanon, Malaysia, Mauritania, Morocco, Namibia, Nicaragua, Oman, Somalia, South Africa, Sudan, Tunisia, Venezuela (Bolivarian Republic of), Viet Nam and State of Palestine Oe ae |e Please recycle OQ ol 19-20838 Ti 061219 A AU A",12/03/2019,2019_3838378,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-fourth session,35,Question of Palestine,"Comoros, Cuba, Indonesia, Jordan, Kuwait, Lao People’s Democratic Republic, Qatar, Saudi Arabia, Senegal, United Arab Emirates and Yemen",N/A,Peaceful settlement of the question of Palestine,"Addendum Add the following countries to the list of sponsors of the resolution: Algeria, Bahrain, Bangladesh, Belarus, Brunei Darussalam, Democratic People’s Republic of Korea, Djibouti, Egypt, Gambia, Guinea, Iraq, Lebanon, Malaysia, Mauritania, Morocco, Namibia, Nicaragua, Oman, Somalia, South Africa, Sudan, Tunisia, Venezuela (Bolivarian Republic of), Viet Nam and State of Palestine ORS) 472 Please recycle OQ ol 19-20839 Tl 061219 A A A",12/03/2019,2019_3838379,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-fourth session,35,Question of Palestine,"Comoros, Cuba, Indonesia, Jordan, Kuwait, Lao People’s Democratic Republic, Qatar, Saudi Arabia, Senegal, United Arab Emirates and Yemen",N/A,Division for Palestinian Rights of the Secretariat,"Addendum Add the following countries to the list of sponsors of the resolution: Algeria, Bahrain, Bangladesh, Brunei Darussalam, Democratic People’s Republic of Korea, Djibouti, Egypt, Gambia, Guinea, Iraq, Lebanon, Malaysia, Mauritania, Morocco, Namibia, Nicaragua, Oman, Somalia, South Africa, Sudan, Tunisia, Venezuela (Bolivarian Republic of), Viet Nam and State of Palestine 19-20840 Tl 061219 A AU A",12/03/2019,2019_3838380,Mauritania,N/A,yes
2019,General Assembly,N/A,Seventy-fourth session,35,Question of Palestine,"Cuba, Indonesia, Jordan, Kuwait, Lao People’s Democratic Republic, Qatar, Saudi Arabia, Senegal, United Arab Emirates and Yemen",N/A,Special information programme on the question of Palestine of the Department of Global Communications of the Secretariat,"Addendum Add the following countries to the list of sponsors of the resolution: Algeria, Bahrain, Bangladesh, Bolivia (Plurinational State of), Brunei Darussalam, Democratic People’s Republic of Korea, Djibouti, Egypt, Gambia, Guinea, Iraq, Lebanon, Malaysia, Mauritania, Morocco, Namibia, Nicaragua, Oman, Somalia, South Africa, Sudan, Tunisia, Venezuela (Bolivarian Republic of) and State of Palestine ag ae 12 ; = Please recycle OQ eo 19-20843 Ti 061219 A A UA",12/03/2019,2019_3838381,Mauritania,N/A,yes
